text,label
卜凡   下 飞机 的 惊喜 啊 我们 铁血 凡妻 太棒了 🙈 希望 你 喜欢   你 要 知道 好多好多 人 在 喜欢 你   ​,1
发起人 黄子 韬 携 好看 又 热血 的 《 创造 101 》 来 啦 ！ 自带 爆点 和 笑 点 ， 不 按 常理 出 牌 ， 随时 爆金句 ， 严谨 又 较真 ， 热血 又 暖 心 ， 这些 特质 黄子 韬 一档 综艺 全给 你 ！ 我 已经 准备 好 pick 韬 韬 的 小心 心 了 ， 越爱 韬 韬 我 越 可爱 [ 笑 cry ]   ​,1
谨记 老师 的话   以 文艺 化导 人心   谢谢 游本昌 老师 赠予 的 书   （ 积极 减肥   充满 斗志   还有 奥斯卡 小金人 这话 绝对 不是 游 老师 说 的 [ 微笑 ] ）   ​,1
做个 安静 的 人 ， 很 平凡 ， 悠闲自在 。 做 一个 安静 沉稳 的 人 ， 不会 被 金钱 利益 所 吸引 ， 包包 达 人 推荐 选择 我们 家 不会 被 喜怒哀乐 所 困扰 ， 不会 被 青春 所 迷茫 ， 不会 被 失去 的 人 所 遗憾 。 做个 安静 祥和 的 人 ， 不会 被 事物 所 推脱 贪懒 ， 不会 被 美色 所 诱惑 打扰 。   ​,1
{ %# 黄仁俊 #% }   hrj 啊啊啊 啊 啊   我 的 眼淚 ㅠ ㅠ ㅠ ㅠ   ​,1
“ 狗 都 不如 的 中国 人 ” ？ ？ 就 你 这样儿 还配 支教 ？ ！ 别 给 黑龙江 人 抹黑 行 吗 ？ ！ { %# 日杂 档案 #% }   ​,0
{ %# 2018LPL #% } 我 已   送上 奖杯 ！ 快来 为 你 喜爱 的 战队 加油 吧 ！ { % LPL 战队 势力 榜 % }   ​,1
自己 选 的 路 ， 咬着牙 走 吧 ， 缘分 这 东西 说不清道不明 ， 不 知道 为什么 喜欢 了 ， 也 不 知道 为什么 就 这么久 ， 时间 不禁 过 [ 允悲 ] 也许 搬家 真的 是 个 新 的 开始 ， 两个 人 总要 有 互相 试探 ， 磨合 的 过程 ， 过五关斩六将 以后 才能 知道 结果 。 有时候 想想 也 挺 好玩儿 的 ， 既然 想 走 下去 就 不止 有 开心 ， 也 会 有 生气 😤 出现分歧 也 是 在 加深了解 [ 微笑 ] 走着瞧 ， 今儿 把 我 气 的 不轻 ， 这笔 帐 早晚 要 让 你 还 回来 [ 哼 ],0
人 之所以 能够 感到 “ 幸福 ” ， 不是 因为 生活 得 舒适 ， 而是 因为 生活 得 有 希望 ， 正是 这份 希望 让 人能 坚强 走 下去 ， 虽 不 知道 您 具体 发生 了 什么 ， 但 我 知道 这 希望 离您 太远 了 ， 好好 睡 吧 ， 不要 再 想 任何人 了 ， 因为 你 爱 的 人离 你 的 心 越来越 远 ， 这 就是 世态炎凉 ， 人情冷暖 ！ 天凉 了 ， 多 喝 点汤 ， 该 忘 的 ， 不该 忘 的 都 忘 了 吧 ， 毕竟 过 了 桥 ， 您 就 不是 您 了 ， 就让 他们 去 “ 享受 ” 吧 ！,1
真的 是 新 的 开始 了 [ 泪 ]   ​,1
【 泰勒 公寓 再 遭 疯狂 粉丝 闯入   在 其 家中 洗澡 睡觉 】 据 外媒 ， 泰勒 · 斯威夫特 位于 纽约 的 公寓 再 被 狂热 歌迷 闯入 。 警方 称 这名 22 岁 男 粉丝 用手 打碎 玻璃窗 进入 霉霉 公寓 ， 洗澡 后 躺 在 床上 睡觉 。 有 目击者 见到 后 立即 报警 ， 最终 该 男子 因 跟踪 、 盗窃 及 刑事 恶作剧 被 警方 拘捕 。 { %# 影响 剧大 #% }   这是 一个月 内霉霉 的 第四个 疯狂 粉丝 被捕 了 吧 ？ [ 费解 ],0
"【 MBC 】 今日 播出 的 < 音中 > 中 , { %# StrayKids #% } 带来 了 < District   9 > 的 精彩 舞台 ~ 刀 群舞 帅翻 啦 !   { % 韩国 me2day 的 秒 拍 视频 % }   ​",1
下午 好 来自 热带 的 婊 婊 女孩 领导者   ​,1
{ %# 万象 #% } 【 七旬 老人 照顾 91 岁 瘫痪 养母 ： “ 我要 比 亲生 的 照顾 得 还好 才 对 ” [ 心 ] 】 原本 到 了 颐养天年 的 岁数 ， 山东 东营 67 岁 董 玉兰 却 寸步不离 照顾 91 岁 的 养母 李如莲 。 李如莲 已 瘫痪 6 年 ， 董 玉兰 一直 都 在 她 身边 和 衣 睡 沙发 。 “ 你养 我 长大 ， 我 送 你 终老 ” 最美 的 样子 大概 就是 如此 吧   { % 时间 视频 的 秒 拍 视频 % }   ​,1
杭州 满觉陇 山 ， 细闻 茶香 ， 圆满 觉悟 。 — — 豆友 杨大壹 的 广播 → { % 网页 链接 % }   ​,1
我 一直 是 女儿 的 超级 铁杆 粉丝 ， 今天 更是 。 被 同事 约 去 带 孩子 们 摘 草莓 ， 早上 一大早 就 出发 ， 一路上 在 车上 吃 吃 玩玩 睡睡 ， 摘 完去 66 吃 凉皮 ， 今天 第一次 吃 凉皮 ， 居然 给 我 吃 了 一 大碗 ， 同事 们 要 去 图开 沙漠 ， 我怕 她 坚持 不 下来 一个 人 在 车上 ， 就 带 她 回家 了 ， 从 霍城 一路 飚 回来 ， 结果 她 又 在 车上 吃 吃 玩玩 睡睡 ， 一声不吭 ， 一路 顺利 ， 内心 的 喜悦 ， 我积 了 多少 德 ， 遇到 做 你 的 妈妈 。 比心   { % 伊宁市 % }   { % 依然 夏 乐乐 乐乐 乐 的 秒 拍 视频 % },1
好 想 吃 女大后 街 的 卤粉 好 想 吃 女大后 街 的 怀化 兄弟 凉菜 好 想 吃 女大后 街 的 芹菜 炒肉 好 想 吃 女大 食堂 的 鸭 血 粉丝汤 好 想 吃 郑州 国贸 360 附 一楼 的 醉 巴鲜 烤鱼 好 想 吃 郑州 国贸 360 附近 的 姐夫 家 的 小火锅 好 想 吃 郑州 阿利 茄汁 面 的 鸡翅 好 想 吃 郑州 建文 大 世界 的 虾 尾 好 想 吃 郑州 建文 大 世界 的 麻辣烫 好 想 ～ 好 想 好 吧 … 只是 想想 ～ [ 汗 ] [ 汗 ] [ 汗 ]   { % 禹州市 % },1
【 外交部 回应 朝鲜 决定 停止 核导 试验 ： 中方 对此 表示 欢迎 】 外交部 发言人 陆慷 表示 ， 中方 认为 ， 朝方 有关 决定 有助于 进一步 缓和 半岛 局势 ， 有助于 推动 半岛 无核化 和 半岛 问题 政治 解决 进程 。 我们 祝愿 朝鲜 在 发展 经济 ， 提高 人民 生活 水平 的 道路 上 不断 取得 成果 ， 支持 朝方 通过 对话 协商 同 有关 各方 解决 各自 关切 ， 改善 相互 关系 。 Via 央视 新闻,1
厦门大学 真是 一颗 老鼠屎 坏 一锅粥 了 [ 作揖 ] 有人 说 这样 的 人 怎么 还 入党 ？ 呵 ， 大学 入党 本 就是 狗屎 ， 考察 品格 ？ 不 存在 的 [ 作揖 ] 你 我 都 心知肚明 [ 作揖 ] 可是 作为 一个 正常人 也 别 太 精神分裂 ， 一边 为了 谋取 好处 还要 积极 这儿 那儿 ， 一边 又 以为 没有 谁 知道 随意 辱骂 政党 辱骂 国人 [ 作揖 ] 怎么 那么 多人 喜欢 踩 着 自己 捧 着 别人 呢 ？ 喜欢 一个 东西 也 能 还有 优越感 了 ？ [ 作揖 ],0
{ % 21 克拉 % } [ 星星 ] [ 星星 ] [ 星星 ] [ 星星 ] [ 星星 ] ， { %# 电影 21 克拉 #% }   电影 真的 非常 好看 ！ 迪丽 热巴 和 郭京飞 这种 组合 竟然 也 很 搭 ！ 全程 笑 着 看 完全 部 ！ 连片 尾 影院 全场 没有 一个 人 走 （ 我 在 的 这场 上座率 百分之九十 ） ！ 不想 错过 一个 情节 ！ 真的 是 都市 爱情喜剧 电影 ， 搞笑 中有 感动 ！ 厉害 了 ！ { %# 迪丽 热巴 能量 月 #% } { %# 迪丽 热巴 电影 21 克拉 #% }    ,1
师兄 问 : 你 小时候 的 梦想 是 什么 啊 ? 我 :   我 没有 梦想 [ 二哈 ] 师兄 :   你 小时候 没写 过 作文 吗 嘛 ？ 作文 里 写 的 啥 呀 [ 疑问 ] 我 : 小时候 写过 科学家 也 写 过 医生 ， 救死扶伤 [ 哈哈 ]       说完 突然 反应 过来 ， 现在 做 的 ， 不 就是 这 两件事 [ 允悲 ] 既学 了 医 ， 现在 又 在 干 “ 科研 民工 ” 干的事 [ 笑 cry ] [ 笑 cry ] [ 笑 cry ] 这是 冥冥之中 的 嘛 [ 挖 鼻 ] [ 挖 鼻 ] [ 挖 鼻 ]   { % 天津 · 天津医科大学 附属 肿瘤医院 % },1
开荤 啦 开荤 啦 ， 吃 了 一顿 烤鱼 ， 配 一杯 冰 柠檬水 🍋 ， 再 加 一碗 酸辣粉 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] ， 发现 之前 吃不下 并 不是 胃口 不好 ， 而是 没有 吃 到 我 想 吃 的 [ 心 ] [ 心 ] 小 插曲 ： 买 了 酸辣粉 打算 在 车上 吃 ， 结果 太烫 太满 太晃 吃 不了 ， 不得已 靠边 停车 ， 还是 缺少 一个 桌子 类 的 架子 ， 于是 推 了 一辆 自行车 在 车上 吃 [ 允悲 ] [ 允悲 ] ， 丢脸 已 丢 到 姥姥家 了 ， 这 不 某人 还 建议 让 我 在 垃圾桶 上 吃 [ 允悲 ] [ 允悲 ] ， 那 更 丢脸 ， 怕 是 不敢 再次 来 大学城 了 [ 笑 cry ],1
民盟 湖南省委 纪念 中共中央 发布 “ 五一 口号 ” 七十 周年 暨 改革开放 四十周年 “ 同心 筑梦 ” 大型 文艺演出 圆满成功 ！ 演出 圆满成功 ！ 鲜花 送给 各位 艺术家 [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] [ 鲜花 ] 感谢 我 的 16 小 仙女 和 我 的 两个 小姐姐 ！ [ 心 ] [ 心 ] [ 心 ] [ 心 ] [ 心 ] [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] [ 爱 你 ] [ good ] [ good ] [ good ] [ good ] [ good ],1
最近 又 开始 听 古风 。 我 早就 没有 了 当时 那种 狂热 ， 现在 这个 圈子 也 实在 让 人 爱 不 起来 ， 喜欢 的 不过 还是 那些 人 罢了 ， 那些 歌 带来 的 触动 是 不变 的 真实 的 。 那么 多人来 过 又 离开 ， 那么 多 名字 被 人 提及 又 忘记 ， 其实 都 只是 来自 五湖四海 的 陌生人 为了 同一个 梦想 齐聚一堂 。 是 惊才绝艳 的 年轻人 美好 却 遗憾 地 相逢 。 但 这个 梦想 会 延续 。 从前 的 美好时光 ， 不必 太过 挂怀 。 # 墨明 棋妙 村歌 十周年 版 [ 音乐 ] #,1
今天 周末 又 下 大雨 ， 都 没什么 生意 ， 就 相当于 下班 逛 装修 材料 了 。 早上 我爸 我妹 都 发火 了 ， 明明 当初 最 积极 装修 就是 这 俩 ， 意见 也 是 最 多 ， 一个 中式 传统 一个 现代 黑白 把 人 烦死 。 现在 家里 拆 的 只 剩 一个 卫生间 和 两个 卧室 了 ， 嫌 生活 不便 只 知道 享受 了 [ 黑线 ] [ 黑线 ] [ 黑线 ] 现在 正 赶往 第三个 地方 去 看 材料 ， 心累 ， 装修 真是 件 耗钱耗 精力 的 事情 [ 衰 ] [ 衰 ] [ 衰 ],0
没有 人生 来 孤寂 ， 但 我 佘喻 暖 万事 不累 于 心 ， 万情 不 沾 于 身 。 你 来 由 你 来 ， 你 去 天高任 你 去 。 你 动心 故 你 忍性 ， 说 我 铜墙铁壁 也罢 ， 冷血 无情 也好 ， 我 自 岿然不动 ， 自 在 逍遥 。 唯 你 ， 林硕 一人 。 既 已 逐日追风 把 我 到手 ， 至 今日 今时 起 ， 林硕 小儿 ， 你弃 不得 ， 死 不得 。 逃 不得 ， 躲 不得 ， 生生世世 ， 时时刻刻 ， 心 心眼 眼里 满满的 均 得 是 我 ！                                                     佘喻 暖 ( ｡ ･ ω ･ ｡ ),1
{ %# 青协       微 分享 #% } 有 梦想 就 勇敢 去 追 ， 说不定 哪天 你 就 实现 了 ！ 我院 2017 届 毕业生 高金龙 就是 一个 勇于 追梦 的 青年 ， 现为 扬州 大学 的 分析化学 的 研究生 。 他 带 着 歌声 和 故事 走上 了 齐鲁 网 追梦大 舞台 《 让 梦想 飞 》 一唱 到底 ， 现已 成功 晋级 ！ 现 急需 母校 的 支持 ， 请 大家 将 其 昨晚 演出 视频 在 朋友圈 内 转发 ， 栏目组 会 根据 观看 量 及 热 搜量 进行 评比 ， 愿 他 飞得 更 高 更 远 ！   { % 安庆 · 大 龙山镇 % },1
女人 从 十八岁 到 八十岁 ， 都 是 可以 不断 成长 的 。 成长 首先 是 不 依附 ， 无论 旁边 是否 站 着 伟岸 的 橡树 ， 都 保持 一株 木棉 的 独立 姿态 ， 开出 属于 自己 的 红硕 花朵 。 做 有 味道 的 女子 ， 散发 你 身上 独有 的 那种 味道 ， 可以 不 倾国 不 倾城 ， 只是 要 倾 你 所有 美丽 今生 [ 鲜花     { %# 天津 花艺 课程 #% } { %# 天津 法式 花艺 培训 #% }   天津 · Hebe   House [ 地点 ],1
《 流星花园 》 10 分钟 版 土味 合集 ， 让 你 一次 看个够 ！ 道明寺 也 太蠢萌 了 吧 哈哈哈 哈哈 [ 允悲 ] { % 冷笑 话 精选 的 秒 拍 视频 % }   ​,1
喜欢 纯白色 系 的 夏天 🍃 留 yan 点 zan 送 你 噢 ❤ ️ { %# Gill   Judith4.24   10 点 update #% }   { % 韩雨嘉 Gill   Judith201% }   ​,1
拿到 专辑 的 人 ， 里面 的 纪录片 能 先别 放到 微博发 么 ... 毕竟 还 在 预售 期 ， 你 这么 发 完 ， 有 一些 没买 的 就 不 买 了 ， 虽然 是 小 部分 人 ， 但 还是 别 了 吧 ， 买 的 人 自己 能 看 ， 没买 的 人 花钱 去 买 来看 ， 就别 微博 分享 了 [ 允悲 ] [ 允悲 ] [ 允悲 ]   ​,0
你 和 橙粒 浓 之间 不是 我 送 你 出道 ， 你 听 我 安排 的 关系 。 还 不 明白 吗 ？ 众口难调 ， 当 他 变得 不像 自己 的 时候 靠 什么 吸粉 ？ 睁开眼 看看 八组 有 多少 人 是因为 他 的 纯粹 ， 絮絮叨叨 的 日常 有 好感 的 吧 ， 不 标准化 生产 很难 吗 ？   ​,0
也许 当 你 什么 都 不 奢望 的 时候   一切 都 会 如期而至   ​,1
{ %# WANNA · ONE #% }   我们 太 真儿 老师 在 今天 自己 音乐 中心 舞台 结束 后 大喊 ： “ 옹 성 우   Mark   사 랑   해 ！ ” [ 跪 了 ] /   看到 我们 小柚 听到 以后 镜头 拍到 他 忍笑 失败 了 吗 哈哈哈哈 哈哈哈哈 哈哈哈 虽然 是 太 真儿 老师 在 台上 但是 气氛 就 好像 父母 看 自己 文艺 汇演 然后 卖力 帮 你 在 台下 应援 一样 [ doge ] © chamwink   { % 知名 熬夜 艺术家 的 秒 拍 视频 % }   ​,1
呜 呜呜 宝贝 啊   小时候 会 不会 叫 一句 宝宝 就 摇摇晃晃 的 跑 到 姐姐 怀里 抱抱 姐姐 啊   “ 姐姐 你 工作 累不累 呀 ”   ​,0
  麻烦 动动手 删 一下 评论 。 你 老板 小手 手 都 累坏 了 ， 你 勤快 点 ， 谢谢 。   ​,0
  生日快乐 ！ 我 亲爱 的 亚 文哥 ， 我 可爱 的 p 图 是不是 与 你 阳刚 俊朗 的 外形 相得益彰 ！ ！   ​ ​   [ 允悲 ] [ 允悲 ] [ 允悲 ]   ​,1
【 杨丽萍 现身 楚雄 姚安 千亩 玫瑰花 田 ， 快 来 围观 】 春风得意 ， 花开 如海 ！ 昨天 位于 楚雄 姚安 光禄 古镇 的 千亩 玫瑰 田 ， 迎来 了 云南 舞蹈 女   与 潘祥记 的 浪漫   “ 花 事 ” ， 你 看到 了 吗 ？ [ 鼓掌 ] [ 鼓掌 ] 图 via 彝州 帝国   ​,1
{ %# 胡 一天 绝代 双骄 #% }   [ 作揖 ] { %# 胡 一天 #% }   啊 啊啊啊 啊 崩溃 了   你 真的 有 记住 我 说 的话 用 风景 照 营业 了 ! ! ! ! ! 你 怎么 那么 甜 啦 ! 没话 讲   [ 作揖 ] [ 作揖 ] [ 作揖 ] [ 作揖 ]   { % 小 fu 的 黄鼠狼 的 秒 拍 视频 % }   ​,1
{ %# 蔡 徐坤   染 黑发 当 福利 #% }   星路 撒下 的 光芒 ， 是 承载 过 努力 的 力量 ， 心愿 里 简单 的 愿望 ， 是 我们 对 未来 的 美好 向往 ， 你 的 汗水 与 努力 ， 最终 会 化作 一切 的 最 美好 ， 回报 给 你 ！   未来 可 期 ， 蔡 徐坤 ！ kun & ikun 一起 陪伴 成长 ， 愿 你 被 世界 温柔 以待 … …   ​ ​   ​,1
{ %# 蔡 徐坤 #% }   蔡 徐坤   染 黑发 当 福利 向日葵 什么 时候 开 ， 向日葵 是 一种 非常 喜欢 阳光 的 植物 ， 而且 从 名称 就 可以 看出 向日葵 是 多么 喜欢 阳光 了 ， 而且 其开 的 花 也 是 看起来 非常 像 太阳 ， 所以 很多 人 都 非常 喜欢 ， 那么 你 知道 向日葵 什么 时候 开花 吗 ? 其实 向日葵 的 开花 时间 一般 都 是 在 七八 月份 ， 也 是 阳光 最 火热 的 时候 。 🌻 🌻 🌻 🌻 🌻 🌻 🌻 🌻 加油 我 的 八月 小葵 ！ ！ ！,1
战争 的 灾难性 远超 你 我 的 想象 ， 我们 庆幸 生 在 这个 时代 的 中国 ， 可以 安心 的 吃饭 、 上课 ， 可以 提及 梦想 提及 自由 ， 可以 闲适 的 走 在 路上 而 不用 担心 会 有 炮弹 袭 来 。 此刻 惟愿 世界 和平 ， 永无 战火 ， 惟愿 孩子 们 不再 流离失所 ， 惟愿 中国 更加 繁荣 强盛 。 🙏 🙏 🙏 『 70 岁 老人 娶 12 岁 少女 ， 这些 被 明码标价 出售 的 叙利亚 少女 都 经历 了 什么 ？ 』 { % 网页 链接 % },1
你 的 样子 变 了 很多 好像 也 没有 很多 我 不 喜欢 你 现在 的 语气   我 希望 你 能 和 之前 一样 就 只是 给 我 感觉 很 难过 好 难过 我 也 不 喜欢 你 的 眼神 那么 空洞 但 我 也 害怕 我 的 眼神 会 伤害 到 你 所以 我 一直 都 在 后面 偷偷 躲 着 我 希望 你 能 很 好 就 像 之前 这 五分钟 那么 短   却 又 那么 长 列车 总要 到 站 的 我 是 明白 的   很 明白 的   但 我 希望 能慢 一点 再慢 一点 … …,0
仔细 想想   我 不能 嫁给 你   你 也 不能 娶 我 。 在 一起 异地 恋 四年 多快 五年   我们 实际 在 朝夕相处 的 时间 不到 五个 月 。 前 两年 是 你 在 包容 我   宠溺 我   你 在 全心全意 的 爱 我 。 后来 的 两年 是 我 在 学着 包容 你   改变 自己 。 承诺 是 不会 变 的   变 的 是 人 啊 可 我 真的 很 感激 你   在 我 最 需要 一个 人 的 时候 你 出现 了   并 带给 我 那么 多 感动 和 安慰 。 我 也 真的 不能 再 回头 了   ， 如果 遗憾 会 伴随 我 的 下半生   那 我 希望 你 可以 找到 真 爱,0
我 从来 没有 赌过 ， 一直 坚信不疑 的 认为 他会 回来 ， 已知 结果 的 事 ， 又 怎么 算 堵 呢 ？ 不过 是 时间 的 长短 罢了 ， 一年 也好 两年 也罢 ， 纵使 这 段时间 兜兜 转转 需要 五百年 的 时光 ， 陪 着 他 看 五指山 的 日落 日出 也 是 个 不错 的 选择 。 脱胎换骨 ， 泯灭 重生 ， 我 和 我 的 小伙伴 会以 我们 的 爱 化作 无边 的 力量 ， 助 你 揭开 那 禁锢 你 的 符咒 。 静 等 你 的 归来 ， 我 的 大 魔王 👿,1
清早 接到 电话 没想到 您 走 的 那么 快 [ 泪 ] [ 泪 ] [ 泪 ] 从 武汉 买 了 票 赶来 了 [ 伤心 ] 订婚 的 时候 您 拖 着 病体 特地来 参加 ， 就是 想 在 我 人生 重大 的 时刻 前来 祝福 ， 要 见见 我 的 未婚夫 还有 将来 的 婆家 ， 没想到 那 就是 我们 最后 一面 [ 伤心 ] 还给 我 算了 命看 了 相 [ 泪 ] 人生 真 短暂 啊 ， 从此 之后 就 没有 小 姑爷 了 您 的 微信 也 没有 人 回复 了 人生 太 短暂 了 希望 您 一路 走 好 [ 泪 ] [ 泪 ] [ 泪 ]   { % 六安 · 城关镇 % },0
当 你 没有 联系 我 的 时候 ， 我 就 翻翻 我们 之前 的 聊天记录 ， 一边 看 一边 傻笑 ， 然后 在 心里 问 一句 ： “ 你 在 干嘛 呢 。 ”   ​,1
{ %# 这 就是 我 的 热爱 #% }   凡是 不能 打倒 我 的 ， 都 将 会 让 我 变得 更强     ​,1
哈哈哈哈 哈哈哈哈 ， 反复 看 了 好多遍 ， 我 的 笑 点 洗要 被 拯救 哈哈哈 哈哈哈   { % 尼玛 牌 大哥大 的 秒 拍 视频 % }   ​,1
{ %# 朴志晟 #% }   你 不要 点头 了 ！ 我 的 心跳 已经 不能 再 快乐 ！ ！ ！ 求 你 放过 我 🙉 [ 中国 赞 ]   ​,1
我 已经 开始 有点烦 进食 必须 刷牙 这个 条件 了 ， 想起 一件 事 。 之前 在 桔子 树 妈妈 家里 吃完饭 去 刷牙 ， 她 挤进来 洗手 。 我 说 ， 你 非要 在 我 刷牙 的 时候 过来 洗手 吗 ？ 我 担心 牙膏 泡沫 弄 她 手上 。 她 说 ， 嗯 ， 我 已经 很久没 看到 你 刷牙 了 ， 记得 还是 高中 看到 你 刷牙 … … 一语 击中 我 的 内心 ！ 是 的 ， 我 记得 高中 早上 漱口杯 上 挤 好 牙膏 的 牙刷 。   { % 重庆 · 冉家坝 % },1
【 “ 台独 ” 看 过来 ！ 辽宁 舰 编队 在 台湾岛 东侧 实战 军演 ！ 】 20 日 ， 辽宁 舰 和 数艘 驱护舰 、 多架 歼 - 15 舰载 战斗机 、 多型 舰载 直升机 组成 的 航母 编队 ， 在 巴士海峡 以东 的 西太平洋 某 海域 ， 展开 “ 背靠背 ” 综合 攻防 对抗 演练 ， 实兵 检验 航母 编队 远海 体系 作战 运用 ， 标志 着 航母 编队 远海 舰机 兵力 协同 运用 向 深度 拓展 。 （ 央视 新闻 ）     { % 视频 ： 辽宁 舰 航母 编队 在 西太平洋 海域 开展 远海 作战 运用 演练 % },1
